序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
174,Q宠之森：动物花园,移动—休闲益智,小沃科技有限公司,小沃科技有限公司,国新出审[2020]251号,ISBN 978-7-498-07328-0,2020/2/10
175,宝宝打怪兽,移动—休闲益智,炫彩互动网络科技有限公司,深圳市猎游科技有限公司,国新出审[2020]250号,ISBN 978-7-498-07327-3,2020/2/10
176,我爱弹射,移动—休闲益智,天津电子出版社有限公司,北京同桌游戏科技有限公司,国新出审[2020]249号,ISBN 978-7-498-07326-6,2020/2/10
177,花园连萌消,移动—休闲益智,深圳市创梦天地科技有限公司,深圳市创梦天地科技有限公司,国新出审[2020]248号,ISBN 978-7-498-07325-9,2020/2/10
178,杰利的世界,移动,华中科技大学电子音像出版社,北京冰狮科技有限公司,国新出审[2020]247号,ISBN 978-7-498-07324-2,2020/2/10
179,荣誉指挥官,客户端,江苏凤凰电子音像出版社有限公司,苏州大禹网络科技有限公司,国新出审[2020]246号,ISBN 978-7-498-07323-5,2020/2/10
180,航海与家园,移动,方圆电子音像出版社有限责任公司,福建浩凡网络科技有限公司,国新出审[2020]245号,ISBN 978-7-498-07322-8,2020/2/10
181,侠客道,移动,上海科学技术文献出版社有限公司,上海米洛网络科技有限公司,国新出审[2020]244号,ISBN 978-7-498-07321-1,2020/2/10
182,迷失岛3宇宙的尘埃,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]243号,ISBN 978-7-498-07320-4,2020/2/10
183,葫芦娃兄弟,移动,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,国新出审[2020]242号,ISBN 978-7-498-07319-8,2020/2/10
184,有神山海,移动,杭州烈焰网络技术有限公司,湖南有神软件科技有限公司,国新出审[2020]241号,ISBN 978-7-498-07318-1,2020/2/10
185,手机帝国,移动,天津电子出版社有限公司,心动网络股份有限公司,国新出审[2020]240号,ISBN 978-7-498-07317-4,2020/2/10
186,梦幻西游网页版,移动,广州网易计算机系统有限公司,广州网易计算机系统有限公司,国新出审[2020]239号,ISBN 978-7-498-07316-7,2020/2/10
187,梦想养成计划,移动,辽宁电子出版社有限责任公司,上海幻电信息科技有限公司,国新出审[2020]238号,ISBN 978-7-498-07315-0,2020/2/10
188,霓虹深渊,客户端,厦门游力信息科技有限公司,厦门游力信息科技有限公司,国新出审[2020]237号,ISBN 978-7-498-07314-3,2020/2/10
189,了不起的亚瑟,移动,成都盈众九州网络科技有限公司,厦门点触科技股份有限公司,国新出审[2020]236号,ISBN 978-7-498-07313-6,2020/2/10
190,九霄缳神记,客户端,成都盈众九州网络科技有限公司,北京欢游天下科技有限公司,国新出审[2020]235号,ISBN 978-7-498-07312-9,2020/2/10
191,新倚天外传,客户端,陕西三秦出版社有限责任公司,西安游狗网络科技有限公司,国新出审[2020]234号,ISBN 978-7-498-07311-2,2020/2/10
192,螺旋风暴,移动,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]233号,ISBN 978-7-498-07310-5,2020/2/10
193,魔界王物语,移动,成都哆可梦网络科技有限公司,成都游骑兵科技有限公司,国新出审[2020]232号,ISBN 978-7-498-07309-9,2020/2/10
194,大宋少年志,移动,上海众源网络有限公司,上海众源网络有限公司,国新出审[2020]231号,ISBN 978-7-498-07308-2,2020/2/10
195,契约学院,移动,北京畅游时代数码技术有限公司,北京畅游时代数码技术有限公司,国新出审[2020]230号,ISBN 978-7-498-07307-5,2020/2/10
196,深林,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]229号,ISBN 978-7-498-07306-8,2020/2/10
197,地牢幸存者,移动,深圳冰川网络股份有限公司,深圳冰川网络股份有限公司,国新出审[2020]228号,ISBN 978-7-498-07305-1,2020/2/10
198,动物战争,移动,上海科学技术文献出版社有限公司,上海咕么信息科技有限公司,国新出审[2020]227号,ISBN 978-7-498-07304-4,2020/2/10
199,命运女神,移动,上海雪鲤鱼计算机科技有限公司,上海易接信息科技有限公司,国新出审[2020]226号,ISBN 978-7-498-07303-7,2020/2/10
200,三国志幻想大陆,移动,广州市动景计算机科技有限公司,广州简悦信息科技有限公司,国新出审[2020]225号,ISBN 978-7-498-07302-0,2020/2/10
201,罗兰创世录,移动,北京掌趣科技股份有限公司,北京天马时空网络技术有限公司,国新出审[2020]224号,ISBN 978-7-498-07301-3,2020/2/10
202,春秋绘卷,移动,上海同济大学电子音像出版社有限公司,上海伶狐网络科技有限公司,国新出审[2020]223号,ISBN 978-7-498-07300-6,2020/2/10
203,云上城之歌,移动,杭州紫府网络科技有限公司,江苏嘉趣网络科技有限公司,国新出审[2020]657号,ISBN 978-7-498-07537-6,2020/3/24
204,方块堡垒,移动,大唐网络有限公司,珠海沙盒网络科技有限公司,国新出审[2020]656号,ISBN 978-7-498-07536-9,2020/3/24
205,艾希,客户端,天津电子出版社有限公司,心动网络股份有限公司,国新出审[2020]655号,ISBN 978-7-498-07486-7,2020/3/24
206,王者征途,移动,上海巨人网络科技有限公司,巨人移动科技有限公司,国新出审[2020]654号,ISBN 978-7-498-07535-2,2020/3/24
207,霓虹深渊,游戏机-Switch,厦门游力信息科技有限公司,厦门游力信息科技有限公司,国新出审[2020]653号,ISBN 978-7-498-07488-1,2020/3/24
208,不朽之旅,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2020]652号,ISBN 978-7-498-07534-5,2020/3/24
209,星际角斗场,客户端,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]651号,ISBN 978-7-498-07491-1,2020/3/24
210,雨城,移动,华东师范大学电子音像出版社有限公司,上海领音文化传播有限公司,国新出审[2020]650号,ISBN 978-7-498-07533-8,2020/3/24
211,孤月刀,移动,广东趣炫网络股份有限公司,广东趣炫网络股份有限公司,国新出审[2020]649号,ISBN 978-7-498-07532-1,2020/3/24
212,绝世仙王,移动,浙江文艺音像出版社有限公司,上海趣霸网络科技有限公司,国新出审[2020]648号,ISBN 978-7-498-07531-4,2020/3/24
213,诺亚幻想2,移动,上海科学技术文献出版社有限公司,上海大叔网络科技有限公司,国新出审[2020]647号,ISBN 978-7-498-07530-7,2020/3/24
214,牧剑,客户端,杭州润趣科技有限公司,深圳市尚愉科技有限公司,国新出审[2020]646号,ISBN 978-7-498-07493-5,2020/3/24
215,提灯与地下城,移动,厦门吉比特网络技术股份有限公司,厦门青瓷文化传播有限公司,国新出审[2020]645号,ISBN 978-7-498-07529-1,2020/3/24
216,剑破混沌,移动,广州菲音信息科技有限公司,广州泰逢信息科技有限公司,国新出审[2020]644号,ISBN 978-7-498-07528-4,2020/3/24
217,一路,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]643号,ISBN 978-7-498-07527-7,2020/3/24
218,弹弹岛3,移动,上海科学技术文献出版社有限公司,上海映雄体育文化有限公司,国新出审[2020]642号,ISBN 978-7-498-07526-0,2020/3/24
219,弓箭手大作战2,移动,大唐网络有限公司,北京猎豹网络科技有限公司,国新出审[2020]641号,ISBN 978-7-498-07525-3,2020/3/24
220,创造者大陆,移动,广州谷得网络科技有限公司,广州谷得网络科技有限公司,国新出审[2020]640号,ISBN 978-7-498-07524-6,2020/3/24
221,暴走神话,移动,华东师范大学电子音像出版社有限公司,上海跃客网络科技有限公司,国新出审[2020]639号,ISBN 978-7-498-07523-9,2020/3/24
222,新神魔大陆,移动,完美世界（北京）网络技术有限公司,完美世界（北京）软件科技发展有限公司,国新出审[2020]638号,ISBN 978-7-498-07522-2,2020/3/24
223,侠客与江湖,移动,上海同济大学电子音像出版社有限公司,杭州皇池网络有限公司,国新出审[2020]637号,ISBN 978-7-498-07521-5,2020/3/24
224,彩虹坠入,游戏机-Switch,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]636号,ISBN 978-7-498-07497-3,2020/3/24
225,铸时匠,移动,江苏凤凰电子音像出版社有限公司,江苏凤凰数字传媒有限公司,国新出审[2020]635号,ISBN 978-7-498-07518-5,2020/3/24
226,龙崖,移动,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2020]634号,ISBN 978-7-498-07517-8,2020/3/24
227,狗狗呼叫喵星,移动,华东师范大学电子音像出版社有限公司,上海塔人网络科技股份有限公司,国新出审[2020]633号,ISBN 978-7-498-07514-7,2020/3/24
228,植物园战争,移动-休闲益智,炫彩互动网络科技有限公司,炫彩互动网络科技有限公司,国新出审[2020]631号,ISBN 978-7-498-07507-9,2020/3/24
229,小心！地雷,移动-休闲益智,天津电子出版社有限公司,北京同桌游戏科技有限公司,国新出审[2020]629号,ISBN 978-7-498-07503-1,2020/3/24
230,龙行蛇舞,移动-休闲益智,杭州乐港科技有限公司,北京摩丰科技有限公司,国新出审[2020]628号,ISBN 978-7-498-07501-7,2020/3/24
231,弹球消消消,移动-休闲益智,杭州群游科技有限公司,杭州圈外网络科技有限公司,国新出审[2020]627号,ISBN 978-7-498-07499-7,2020/3/24
232,天天飞行棋,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2020]626号,ISBN 978-7-498-07495-9,2020/3/24
233,星光骑士团,移动-休闲益智,小沃科技有限公司,小沃科技有限公司,国新出审[2020]625号,ISBN 978-7-498-07520-8,2020/3/24
234,猫咪的小院,移动-休闲益智,江苏凤凰电子音像出版社有限公司,苏州大禹网络科技有限公司,国新出审[2020]624号,ISBN 978-7-498-07519-2,2020/3/24
235,跳跃篮球,移动-休闲益智,炫彩互动网络科技有限公司,广州万维在线科技有限公司,国新出审[2020]623号,ISBN 978-7-498-07516-1,2020/3/24
236,街头扣篮王,移动-休闲益智,宁波东海岸电子音像出版社,杭州星帆广告传媒有限公司,国新出审[2020]622号,ISBN 978-7-498-07515-4,2020/3/24
237,我的蛋糕店：美食家,移动-休闲益智,华中科技大学电子音像出版社,海南欢乐元素科技有限公司,国新出审[2020]621号,ISBN 978-7-498-07513-0,2020/3/24
238,克隆联盟,移动-休闲益智,方圆电子音像出版社有限责任公司,河北索拓网络科技有限公司,国新出审[2020]620号,ISBN 978-7-498-07512-3,2020/3/24
239,一击必中,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]619号,ISBN 978-7-498-07510-9,2020/3/24
240,重生归来,移动-休闲益智,辽宁电子出版社有限责任公司,湖南瞰游网络科技有限公司,国新出审[2020]618号,ISBN 978-7-498-07509-3,2020/3/24
241,飞跃星球,移动-休闲益智,上海晨路信息科技股份有限公司,盐城昌兴科技有限公司,国新出审[2020]617号,ISBN 978-7-498-07508-6,2020/3/24
242,全速飞行,移动-休闲益智,杭州边锋网络技术有限公司,苏州尚游网络科技有限公司,国新出审[2020]616号,ISBN 978-7-498-07506-2,2020/3/24
243,决战羽毛球,移动-休闲益智,四川数字出版传媒有限公司,成都嘉谊互娱科技有限公司,国新出审[2020]615号,ISBN 978-7-498-07504-8,2020/3/24
244,欢乐六角拼拼,移动-休闲益智,上海大承网络技术有限公司,深圳八班网络科技有限公司,国新出审[2020]614号,ISBN 978-7-498-07502-4,2020/3/24
245,魔法碰碰消,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京微观商贸有限公司,国新出审[2020]613号,ISBN 978-7-498-07500-0,2020/3/24
246,少儿填色涂板,移动-休闲益智,上海晨路信息科技股份有限公司,大丰黑贝信息技术有限公司,国新出审[2020]612号,ISBN 978-7-498-07498-0,2020/3/24
247,极品小飞车,移动-休闲益智,上海双盟网络科技有限公司,上海掌易网络科技有限公司,国新出审[2020]611号,ISBN 978-7-498-07496-6,2020/3/24
248,火车驾驶之旅,移动-休闲益智,辽宁电子出版社有限责任公司,南京天豆互动网络科技有限公司,国新出审[2020]610号,ISBN 978-7-498-07494-2,2020/3/24
249,小小领主,移动-休闲益智,华中科技大学电子音像出版社,武汉团团互娱科技有限公司,国新出审[2020]609号,ISBN 978-7-498-07492-8,2020/3/24
250,快手喷火小鸟,移动-休闲益智,天津电子出版社有限公司,北京快手科技有限公司,国新出审[2020]608号,ISBN 978-7-498-07490-4,2020/3/24
251,元气满满,移动-休闲益智,吉林音像出版社有限责任公司,原力互娱（北京）科技有限公司,国新出审[2020]607号,ISBN 978-7-498-07489-8,2020/3/24
252,萌果小分队,移动-休闲益智,炫彩互动网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2020]606号,ISBN 978-7-498-07487-4,2020/3/24
253,超神机械师,移动-休闲益智,广东太平洋电子出版社,广州千果互动传媒有限公司,国新出审[2020]605号,ISBN 978-7-498-07485-0,2020/3/24
254,雨城,客户端,深圳中青宝互动网络股份有限公司,深圳时代首游互动科技有限公司,国新出审[2020]511号,ISBN 978-7-498-07455-3,2020/3/6
255,奇幻世界英雄,移动,厦门大学电子出版社有限责任公司,北京当乐信息技术有限公司,国新出审[2020]510号,ISBN 978-7-498-07454-6,2020/3/6
256,天涯明月刀,移动,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2020]509号,ISBN 978-7-498-07453-9,2020/3/6
257,元素方尖,移动,华东理工大学电子音像出版社,上海云缈网络科技有限公司,国新出审[2020]508号,ISBN 978-7-498-07452-2,2020/3/6
258,长生原,移动,广东音像出版社有限公司,广州小丑鱼信息科技有限公司,国新出审[2020]507号,ISBN 978-7-498-07451-5,2020/3/6
259,无敌小拳拳,移动,上海游爱之星信息科技有限公司,上海游爱之星信息科技有限公司,国新出审[2020]506号,ISBN 978-7-498-07450-8,2020/3/6
260,单机葫芦娃,移动,北京幻方朗睿软件科技有限公司,享越（北京）科技有限公司,国新出审[2020]505号,ISBN 978-7-498-07449-2,2020/3/6
261,掌门太忙,移动,成都盈众九州网络科技有限公司,北京华清飞扬网络股份有限公司,国新出审[2020]504号,ISBN 978-7-498-07448-5,2020/3/6
262,曙光英雄,移动,天津电子出版社有限公司,竞技世界（成都）网络技术有限公司,国新出审[2020]503号,ISBN 978-7-498-07447-8,2020/3/6
263,战玲珑2,移动,上海科学技术文献出版社有限公司,上海触萌网络科技有限公司,国新出审[2020]502号,ISBN 978-7-498-07446-1,2020/3/6
264,恶果之地,移动,江苏凤凰电子音像出版社有限公司,心动网络股份有限公司,国新出审[2020]501号,ISBN 978-7-498-07445-4,2020/3/6
265,风色传说,移动,上海同济大学电子音像出版社有限公司,上海游兰网络科技有限公司,国新出审[2020]500号,ISBN 978-7-498-07444-7,2020/3/6
266,光影链接,移动,成都盈众九州网络科技有限公司,宁波众笑网络科技有限公司,国新出审[2020]499号,ISBN 978-7-498-07443-0,2020/3/6
267,地表法则先遣者,客户端,深圳中青宝互动网络股份有限公司,上海心愉计算机科技有限公司,国新出审[2020]498号,ISBN 978-7-498-07442-3,2020/3/6
268,放开那三国3,移动,海南省电子音像出版社有限公司,海南巴别时代科技有限公司,国新出审[2020]497号,ISBN 978-7-498-07441-6,2020/3/6
